focus_lengths,field_values
0.05,0.01690456598005048
0.07500000000000001,0.01715422125302201
0.1,0.015565060962258
0.125,0.015557644148797602
0.15000000000000002,0.016955239464287338
0.175,0.013417456503081012
0.2,0.01710971414046545
0.22500000000000003,0.0165138447376413
0.25,0.023755422250328215
0.275,0.03545427169429408
0.3,0.0832334375700356
0.325,0.054443992625032606
0.35000000000000003,0.03714337796044496
0.375,0.03878545678036935
0.4,0.04216917079152933
